doi,journal,reason
10.3386/w16711,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1136/ip.7.4.312,Injury Prevention,idconv HTTP 400
10.3386/w19225,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1016/j.ssresearch.2013.05.003,Social Science Research,idconv HTTP 400
"10.1080/15332640.2013.836728
10.1080/15332640.2013.836728.",Journal of Ethnicity in Substance Abuse,idconv HTTP 400
10.1007/s13524-013-0242-0,Demography,idconv HTTP 400
10.1007/s10964-013-0018-2,Journal of Youth and Adolescence,idconv HTTP 400
"10.1177/0306624x13482882
10.1177/0306624X13482882. Epub 2013 Mar 27.",International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.1016/j.jcrimjus.2008.09.006,Journal of Criminal Justice,idconv HTTP 400
10.1177/0044118x15607163,Youth and Society,idconv HTTP 400
10.1007/s10508-015-0583-4,Archives of Sexual Behavior,idconv HTTP 400
10.1155/2015/476238,Depression Research and Treatment,idconv HTTP 400
10.7758/RSF.2015.1.2.05,RSF: The Russell Sage Foundation Journal of the Social Sciences,idconv HTTP 400
10.1177/2156869315619657,Society and Mental Health,idconv HTTP 400
10.1353/hsj.2015.0018,The High School Journal,idconv HTTP 400
10.3138/cjccj.2013.E49,Canadian Journal of Criminology and Criminal Justice,idconv HTTP 400
10.1177/0731121415589137,Sociological Perspectives,idconv HTTP 400
10.1146/annurev-soc-073014-112437,Annual Review of Sociology,idconv HTTP 400
10.1177/0022427814552080,Journal of Research in Crime and Delinquency,idconv HTTP 400
10.1177/1541204015581389,Youth Violence and Juvenile Justice,idconv HTTP 400
10.1016/S1049-3867(01)00077-9,Women's Health Issues,idconv HTTP 400
10.1007/s13524-015-0394-1,Demography,idconv HTTP 400
10.1111/imre.12204,International Migration Review,idconv HTTP 400
10.1080/10888691.2015.1080596,Applied Developmental Science,idconv HTTP 400
10.1037/0012-1649.44.1.117,Developmental Psychology,idconv HTTP 400
10.1177/23294965156168,Social Currents,idconv HTTP 400
10.1177/0022427815597039,Journal of Research in Crime and Delinquency,idconv HTTP 400
10.1177/000312240807300604,American Sociological Review,idconv HTTP 400
10.1177/0731121415576578,Sociological Perspectives,idconv HTTP 400
10.1177/0044118X15607165,Youth and Society,idconv HTTP 400
10.1016/j.rssm.2015.11.001,Research in Social Stratification and Mobility,idconv HTTP 400
10.1016/j.eatbeh.2015.11.002,Eating Behaviors,idconv HTTP 400
10.1080/00220671.2014.918528,The Journal of Educational Research,idconv HTTP 400
10.2105/AJPH.2007.111609,American Journal of Public Health,idconv HTTP 400
10.1177/0731121415569283,Sociological Perspectives,idconv HTTP 400
10.1007/s10826-015-0268-6,Journal of Child and Family Studies,idconv HTTP 400
10.1016/j.socscimed.2016.09.010,Social Science and Medicine,idconv HTTP 400
10.3982/qe429,Quantitative Economics,idconv HTTP 400
10.1016/j.ehb.2016.05.001,Economics and Human Biology,idconv HTTP 400
10.1016/j.ehb.2016.07.003,Economics and Human Biology,idconv HTTP 400
10.1177/0044118x16656086,Youth and Society,idconv HTTP 400
10.1002/ab.21641,Aggressive Behavior,idconv HTTP 400
10.1016/j.ssresearch.2016.02.005,Social Science Research,idconv HTTP 400
10.1111/jomf.12281,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.socscimed.2016.06.054,Social Science and Medicine,idconv HTTP 400
10.1363/48e9316,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1007/s10519-008-9197-0,Behavior Genetics,idconv HTTP 400
10.1016/j.econedurev.2016.02.001,Economics of Education Review,idconv HTTP 400
10.1007/s10826-016-0383-z,Journal of Child and Family Studies,idconv HTTP 400
10.1177/0093854816628905,Criminal Justice and Behavior,idconv HTTP 400
10.1192/bjp.bp.115.169094,British Journal of Psychiatry,idconv HTTP 400
10.1007/s10865-015-9673-y,Journal of Behavioral Medicine,idconv HTTP 400
10.1007/s00148-016-0589-9,Journal of Population Economics,idconv HTTP 400
10.1016/j.pmedr.2016.05.003,Preventive Medicine Reports,idconv HTTP 400
10.2307/2673765,Family Planning Perspectives,idconv HTTP 400
10.1016/j.jeconom.2016.08.001,Journal of Econometrics,idconv HTTP 400
10.1002/ajcp.12031,American Journal of Community Psychology,idconv HTTP 400
10.1177/0001699316653797,Acta Sociologica,idconv HTTP 400
10.1007/s10826-016-0417-6,Journal of Child and Family Studies,idconv HTTP 400
10.1080/07303084.2008.10598151,"Journal of Physical Education, Recreation and Dance",idconv HTTP 400
10.1007/s11218-015-9327-5,Social Psychology of Education,idconv HTTP 400
10.1080/02664763.2015.1134448,Journal of Applied Statistics,idconv HTTP 400
10.3982/QE506,Quantitative Economics,idconv HTTP 400
10.1016/j.socnet.2015.06.001,Social Networks,idconv HTTP 400
10.1016/j.jebo.2016.10.020,Journal of Economic Behavior & Organization,idconv HTTP 400
10.1016/j.jhe.2016.08.003,Journal of Housing Economics,idconv HTTP 400
10.1016/j.physa.2015.11.016,Physica A: Statistical Mechanics and its Applications,idconv HTTP 400
10.1177/2378023116648706,Socius,idconv HTTP 400
10.1111/ectj.12096,Econometrics Journal,idconv HTTP 400
10.1016/j.euroecorev.2016.11.005,European Economic Review,idconv HTTP 400
10.1016/j.jebo.2016.12.018,Journal of Economic Behavior & Organization,idconv HTTP 400
10.48550/arXiv.1705.03137,arXiv.org,idconv HTTP 400
10.1016/j.ssresearch.2016.06.016,Social Science Research,idconv HTTP 400
10.1111/obes.12198,Oxford Bulletin of Economics and Statistics,idconv HTTP 400
10.1177/0003122416684777,American Sociological Review,idconv HTTP 400
10.1177/0886260516689778,Journal of Interpersonal Violence,idconv HTTP 400
10.1086/690714,Journal of Labor Economics,idconv HTTP 400
10.1177/0022146517693050,Journal of Health and Social Behavior,idconv HTTP 400
10.2139/ssrn.3041797,IZA Discussion Paper Series,idconv HTTP 400
10.1016/j.socscimed.2017.03.011,Social Science and Medicine,idconv HTTP 400
10.1177/2156869317701266,Society and Mental Health,idconv HTTP 400
10.1086/592207,American Journal of Sociology,idconv HTTP 400
"10.1007/s13524-017-0589-8
10.1007/s13524-017-0589-8.",Demography,idconv HTTP 400
10.1080/1369183X.2017.1290522,Journal of Ethnic and Migration Studies,idconv HTTP 400
10.1016/j.socscimed.2017.11.044,Social Science and Medicine,idconv HTTP 400
10.1214/17-EJS1358,Electronic Journal of Statistics,idconv HTTP 400
10.1086/592863,American Journal of Sociology,idconv HTTP 400
"10.1111/brv.12278
10.1111/brv.12278.",Biological Reviews of the Cambridge Philosophical Society,idconv HTTP 400
10.1007/s13524-017-0633-8,Demography,idconv HTTP 400
10.1080/01639625.2017.1304799,Deviant Behavior,idconv HTTP 400
10.1016/j.regsciurbeco.2017.09.001,Regional Science and Urban Economics,idconv HTTP 400
10.1002/cd.207,New Directions in Child and Adolescent Development,idconv HTTP 400
10.1007/s11113-017-9436-2,Population Research and Policy Review,idconv HTTP 400
10.1016/j.econedurev.2016.11.002,Economics of Education Review,idconv HTTP 400
10.1016/j.rssm.2008.06.001,Research in Social Stratification and Mobility,idconv HTTP 400
10.1080/0735648X.2015.1070739,Journal of Crime and Justice,idconv HTTP 400
10.1038/s41598-017-00718-3,Scientific Reports,idconv HTTP 400
10.1016/j.pmedr.2017.07.008,Preventive Medicine Reports,idconv HTTP 400
10.1016/j.ypmed.2017.01.018,Preventive Medicine,idconv HTTP 400
10.1016/j.joep.2017.06.007,Journal of Economic Psychology,idconv HTTP 400
10.1177/2167696816663833,Emerging Adulthood,idconv HTTP 400
10.1016/j.adolescence.2017.04.003,Journal of Adolescence,idconv HTTP 400
10.2139/ssrn.2979961,IZA Discussion Paper Series,idconv HTTP 400
10.1111/ectj.12072,Econometrics Journal,idconv HTTP 400
10.1111/ectj.12102,Econometrics Journal,idconv HTTP 400
10.1111/jpc.13434,Journal of Paediatrics and Child Health,idconv HTTP 400
10.1080/19485565.2008.9989131,Social Biology,idconv HTTP 400
10.1177/2329496516651642,Social Currents,idconv HTTP 400
10.1080/07418825.2016.1216153,Justice Quarterly,idconv HTTP 400
10.1007/s11199-017-0820-5,Sex Roles,idconv HTTP 400
10.1007/s12552-017-9213-1,Race and Social Problems,idconv HTTP 400
10.1007/s12160-008-9074-3,Annals of Behavioral Medicine,idconv HTTP 400
10.1073/pnas.1706699115,arXiv.org,idconv HTTP 400
10.1016/j.ssresearch.2017.02.005,Social Science Research,idconv HTTP 400
10.1080/00918369.2016.1194114,Journal of Homosexuality,idconv HTTP 400
10.1080/19361653.2016.1264909,Journal of LGBT Youth,idconv HTTP 400
10.1007/s10693-017-0279-0,Journal of Financial Services Research,idconv HTTP 400
10.1037/ebs0000095,Evolutionary Behavioral Sciences,idconv HTTP 400
10.1177/1541204016636435,Youth Violence and Juvenile Justice,idconv HTTP 400
10.1111/1745-9125.12147,Criminology,idconv HTTP 400
10.1007/s13178-016-0242-0,Sexuality Research and Social Policy,idconv HTTP 400
"10.1007/s10964-017-0796-z
10.1007/s10964-017-0796-z.",Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s13178-017-0307-8,Sexuality Research and Social Policy,idconv HTTP 400
10.14738/assrj.416.3605,Advances in Social Sciences Research Journal,idconv HTTP 400
10.1177/1043659615623326,Journal of Transcultural Nursing,idconv HTTP 400
10.1016/j.ssresearch.2016.08.018,Social Science Research,idconv HTTP 400
10.1097/NNR.0b013e3181907175,Nursing Research,idconv HTTP 400
10.1371/journal.pone.0178029,PLOS ONE,idconv HTTP 400
10.1007/s11467-017-0657-y,arXiv.org,idconv HTTP 400
10.1080/07418825.2016.1168475,Justice Quarterly,idconv HTTP 400
10.1111/cico.12277,City and Community,idconv HTTP 400
10.1017/nws.2018.12,Network Science,idconv HTTP 400
10.1037/0022-006X.76.2.173,Journal of Consulting and Clinical Psychology,idconv HTTP 400
10.1177/0034644618770759,The Review of Black Political Economy,idconv HTTP 400
10.1044/2018_JSLHR-S-17-0353,"Journal of Speech, Language, and Hearing Research",idconv HTTP 400
10.1177/2378023118772982,Socius,idconv HTTP 400
"10.1002/ajcp.12233
10.1002/ajcp.12233.",American Journal of Community Psychology,idconv HTTP 400
10.3390/rel9110328,Religions,idconv HTTP 400
10.1016/j.socscimed.2018.01.039,Social Science and Medicine,idconv HTTP 400
10.2105/AJPH.91.4.604,American Journal of Public Health,idconv HTTP 400
10.1177/0049124108323337,Sociological Methods and Research,idconv HTTP 400
10.1093/ntr/nty183,Nicotine & Tobacco Research,idconv HTTP 400
10.1016/j.contraception.2018.07.050,Contraception,idconv HTTP 400
10.14301/llcs.v9i2.335,Longitudinal and Life Course Studies,idconv HTTP 400
10.1002/jae.2590,Journal of Applied Econometrics,idconv HTTP 400
10.1177/0044118x18781641,Youth and Society,idconv HTTP 400
10.1016/j.ehb.2018.03.003,Economics and Human Biology,idconv HTTP 400
10.1177/2378023118803803,Socius,idconv HTTP 400
10.48550/arXiv.1807.03469,arXiv.org,idconv HTTP 400
10.1016/j.jtbi.2017.12.021,Journal of Theoretical Biology,idconv HTTP 400
10.1145/3161885,ACM Transactions on Knowledge Discovery from Data,idconv HTTP 400
10.4054/DemRes.2018.38.24,Demographic Research,idconv HTTP 400
10.3390/children5110150,Children,idconv HTTP 400
10.1007/s12552-018-9245-1,Race and Social Problems,idconv HTTP 400
10.1177/0044118x17752208,Youth and Society,idconv HTTP 400
10.1080/07418820801907983,Justice Quarterly,idconv HTTP 400
10.1177/2378023118761434,Socius,idconv HTTP 400
10.3390/socsci7050072,Social Sciences,idconv HTTP 400
10.1016,Preventive Medicine,idconv HTTP 400
10.1111/jssr.12542,Journal for the Scientific Study of Religion,idconv HTTP 400
10.2307/3090160,Social Psychology Quarterly,idconv HTTP 400
10.1080/10826080802494727,Substance Use and Misuse,idconv HTTP 400
10.1016/j.rssm.2018.03.003,Research in Social Stratification and Mobility,idconv HTTP 400
10.1177/0192513X18806554,Journal of Family Issues,idconv HTTP 400
10.1177/1043986218810598,Journal of Contemporary Criminal Justice,idconv HTTP 400
10.1177/1541204009333830,Youth Violence and Juvenile Justice,idconv HTTP 400
10.1016/j.jcrimjus.2018.10.007,Journal of Criminal Justice,idconv HTTP 400
10.1016/j.adolescence.2018.11.001,Journal of Adolescence,idconv HTTP 400
10.7554/eLife.13410,eLife,idconv HTTP 400
10.1080/08870446.2021.1934468,Psychology & Health,idconv HTTP 400
10.1177/0886260518808853,Journal of Interpersonal Violence,idconv HTTP 400
10.1177/08862605211021967,Journal of Interpersonal Violence,PMC fetch failed (batched only)
10.1007/s00127-021-02129-2,Social Psychiatry and Psychiatric Epidemiology,PMC fetch failed (batched only)
10.1016/j.drugalcdep.2021.108832,Drug and Alcohol Dependence,idconv: no PMCID
10.1007/s11199-009-9647-z,Sex Roles,PMC fetch failed (batched only)
10.1080/19485565.2020.1869919,Biodemography and Social Biology,PMC fetch failed (batched only)
10.1007/s40865-021-00166-8,Journal of Developmental and Life-Course Criminology,idconv: no PMCID
10.1177/20551029211026027,Health Psychology Open,PMC fetch failed (batched only)
10.1086/715019,Journal of Human Capital,idconv: no PMCID
10.1016/j.ssmph.2021.100759,SSM - Population Health,PMC fetch failed (batched only)
10.1080/07350015.2021.1930013,Journal of Business & Economic Statistics,idconv: no PMCID
10.1016/j.ssresearch.2021.102560,Social Science Research,idconv: no PMCID
10.1016/j.amepre.2021.02.021,American Journal of Preventive Medicine,PMC fetch failed (batched only)
10.1177/0192513X211022401,Journal of Family Issues,PMC fetch failed (batched only)
10.1177/0011128707306122,Crime and Delinquency,idconv: no PMCID
10.1215/00703370-9368980,Demography,PMC fetch failed (batched only)
10.1177/23780231211021197,Socius,idconv: no PMCID
10.1093/geronb/gbab109,J Gerontol B Psychol Sci Soc Sci,PMC fetch failed (batched only)
10.1002/sim.9151,Stat Med,idconv: no PMCID
10.1007/s10519-021-10079-3,Behavior Genetics,PMC fetch failed (batched only)
10.1007/s40615-021-01111-7,Journal of Racial and Ethnic Health Disparities,PMC fetch failed (batched only)
10.1177/08862605211031251,Journal of Interpersonal Violence,idconv: no PMCID
10.1016/j.annepidem.2021.07.011,Annals of Epidemiology,idconv: no PMCID
10.1177/0895904807310034,Educational Policy,PMC fetch failed (batched only)
10.1177/1098214020921954,American Journal of Evaluation,idconv: no PMCID
10.1016/j.childyouth.2021.106169,Children and Youth Services Review,idconv: no PMCID
10.1016/j.rssm.2021.100628,Research in Social Stratification and Mobility,PMC fetch failed (batched only)
10.1016/j.rssm.2021.100621,Research in Social Stratification and Mobility,idconv: no PMCID
10.1016/j.socscimed.2021.114424,Social Science & Medicine,PMC fetch failed (batched only)
10.1007/s10826-021-02153-5,Journal of Child and Family Studies,idconv: no PMCID
10.1080/00952990.2021.1977311,American Journal of Drug and Alcohol Abuse,idconv: no PMCID
10.1016/j.acap.2021.10.011,Acad Pediatr,idconv: no PMCID
10.1177/0011128707306017,Crime and Delinquency,idconv: no PMCID
10.1097/JSM.0000000000000890,Clinical Journal of Sport Medicine,idconv: no PMCID
10.1073/pnas.2109016118,Proceedings of the National Academy of Sciences,PMC fetch failed (batched only)
10.1007/s10964-021-01522-z,Journal of Youth and Adolescence,PMC fetch failed (batched only)
10.1038/s41598-021-98684-4,Scientific Reports,PMC fetch failed (batched only)
10.17066/tpdrd.1000612,Turkish Psychological Counseling and Guidance Journal,idconv: no PMCID
10.1177/10731911211042932,Assessment,idconv: no PMCID
10.1080/13504851.2021.1991560,Applied Economics Letters,idconv: no PMCID
10.1111/ruso.12416,Rural Sociology,PMC fetch failed (batched only)
10.1016/j.ypmed.2021.106812,Preventive Medicine,PMC fetch failed (batched only)
10.1016/j.ssresearch.2021.102667,Social Science Research,idconv: no PMCID
10.1007/s10464-008-9226-4,American Journal of Community Psychology,PMC fetch failed (batched only)
10.1177/0306624X211049195,International Journal of Offender Therapy and Comparative Criminology,idconv: no PMCID
10.1016/j.ijlcj.2021.100504,"International Journal of Law, Crime and Justice",idconv: no PMCID
10.1007/s10826-021-02049-4,Journal of Child and Family Studies,idconv: no PMCID
10.1007/s10802-021-00873-2,Research on Child and Adolescent Psychopathology,PMC fetch failed (batched only)
10.1111/rssa.12750,Journal of the Royal Statistical Society: Series A (Statistics in Society),idconv: no PMCID
10.1016/j.socscimed.2021.114418,Social Science & Medicine,idconv: no PMCID
10.1016/j.socscimed.2021.114329,Social Science & Medicine,idconv: no PMCID
10.1007/s12103-021-09640-x,American Journal of Criminal Justice,idconv: no PMCID
10.1111/j.1533-8525.2009.01153.x,Sociological Quarterly,idconv: no PMCID
10.1080/00380253.2021.1953414,The Sociological Quarterly,PMC fetch failed (batched only)
10.1002/hec.4421,Health Economics,PMC fetch failed (batched only)
10.1177/0044118X211042912,Youth & Society,idconv: no PMCID
10.1123/ssj.2021-0062,Sociology of Sport Journal,PMC fetch failed (batched only)
10.1108/BIJ-06-2021-0369,Benchmarking: An International Journal,idconv: no PMCID
10.1007/s11135-021-01286-5,Quality and Quantity,idconv: no PMCID
10.1177/0093854808326992,Criminal Justice and Behavior,idconv: no PMCID
10.1080/00224499.2021.2012114,Journal of Sex Research,PMC fetch failed (batched only)
10.1016/j.ijlp.2021.101761,International Journal of Law and Psychiatry,idconv: no PMCID
10.1016/j.jadohealth.2021.10.004,J Adolesc Health,idconv: no PMCID
10.1177/00221465211054394,Journal of Health and Social Behavior,PMC fetch failed (batched only)
10.1136/jech-2021-217356,Journal of Epidemiology and Community Health,idconv: no PMCID
10.1016/j.beth.2021.11.006,Behavior Therapy,PMC fetch failed (batched only)
10.1007/s10964-008-9279-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.cogdev.2021.101140,Cognitive Development,idconv: no PMCID
10.1007/s10508-021-02143-0,Arch Sex Behav,idconv: no PMCID
10.1007/s40653-021-00424-3,Journal of Child and Adolescent Trauma,PMC fetch failed (batched only)
10.1007/s11113-021-09688-x,Population Research and Policy Review,PMC fetch failed (batched only)
10.1177/21676968211034354,Emerging Adulthood,idconv: no PMCID
10.1007/s00127-021-02162-1,Soc Psychiatry Psychiatr Epidemiol,PMC fetch failed (batched only)
10.1016/j.alcr.2021.100436,Advances in Life Course Research,idconv: no PMCID
10.2105/AJPH.91.6.903,American Journal of Public Health,PMC fetch failed (batched only)
